label,id,filepath,sentence
1,piece2,phrases/BanjoKazooie_ClickClockWood_0,"t_160 v_124 d_quarter_0 n_60 , , , , v_124 d_eighth_0 n_55 , , v_124 d_quarter_0 n_57 , , , , v_124 d_eighth_0 n_55 , , v_124 d_quarter_0 n_60 , , , , t_160 v_124 d_eighth_0 n_55 , , v_124 d_quarter_0 n_57 , , , , v_124 d_eighth_0 n_55 , , v_124 d_quarter_0 n_60 , , , , v_124 d_eighth_0 n_62 , , v_124 d_quarter_0 n_63 , , t_160 , , v_124 d_half_0 n_64 , , , , , , , , v_124 d_quarter_1 n_60 , , , , , , t_160 v_124 d_quarter_1 n_59 , , , , , , v_124 d_quarter_1 n_59 , , , , , , v_124 d_quarter_0 n_59 , , , ,"
1,piece76,phrases/Final_Fantasy_7_Overworld_9," t_89 v_100 d_eighth_0 n_41 v_120 d_half_0 n_72 v_120 d_half_0 n_76 v_120 d_quarter_1 n_81 v_120 d_eighth_0 n_84 . , v_100 d_eighth_0 n_48 v_120 d_eighth_0 n_71 v_120 d_eighth_0 n_83 , , v_100 d_eighth_0 n_53 v_124 d_eighth_0 n_71 v_124 d_eighth_0 n_83 , , v_100 d_quarter_1 n_55 v_124 d_eighth_0 n_69 , , v_124 d_half_0 n_69 v_124 d_half_0 n_81 , , , , v_100 d_eighth_0 n_53 , , v_100 d_eighth_0 n_48 , , t_89 v_100 d_eighth_0 n_41 , , v_100 d_eighth_0 n_48 , , v_100 d_eighth_0 n_53 , , v_100 d_eighth_0 n_55 , , v_100 d_eighth_0 n_57 , , v_100 d_eighth_0 n_55 , , v_100 d_eighth_0 n_53 v_100 d_eighth_0 n_71 v_100 d_eighth_0 n_83 , , v_100 d_eighth_0 n_48 v_100 d_eighth_0 n_69 v_100 d_eighth_0 n_81 , , t_89 v_100 d_eighth_0 n_43 v_100 d_eighth_0 n_67 v_100 d_eighth_0 n_79 , , v_100 d_eighth_0 n_38 v_100 d_eighth_0 n_62 v_100 d_eighth_0 n_74 , , v_100 d_eighth_0 n_41 v_100 d_eighth_0 n_62 v_100 d_eighth_0 n_74 , , v_100 d_eighth_0 n_43 v_100 d_eighth_0 n_64 v_100 d_eighth_0 n_76 , , v_100 d_eighth_0 n_50 v_100 d_half_0 n_65 v_100 d_half_0 n_77 , , v_100 d_eighth_0 n_53 , , v_100 d_eighth_0 n_55 , , v_100 d_eighth_0 n_50 , , t_89 v_100 d_eighth_0 n_65 , , v_100 d_eighth_0 n_64 , , v_100 d_eighth_0 n_62 , , v_100 d_eighth_0 n_60 , , v_100 d_eighth_0 n_59 , , v_100 d_eighth_0 n_57 , , v_100 d_eighth_0 n_55 , , v_100 d_eighth_0 n_50 , ,"
1,piece63,phrases/Legend_Of_Zelda_The_Ocarina_Of_Time_HyruleCastleTown_4," t_134 v_108 d_quarter_2 n_45 v_108 d_quarter_2 n_50 v_108 d_quarter_2 n_57 v_108 d_eighth_0 n_69 . , v_108 d_16th_0 n_69 , , v_108 d_16th_0 n_69 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_69 , , v_108 d_quarter_2 n_45 v_108 d_quarter_2 n_50 v_108 d_quarter_2 n_57 v_108 d_eighth_1 n_71 , , , , v_108 d_eighth_1 n_69 , , , , t_134 v_108 d_eighth_1 n_45 v_108 d_eighth_1 n_50 v_108 d_eighth_1 n_57 v_108 d_16th_0 n_69 , v_108 d_16th_0 n_71 , v_108 d_16th_0 n_72 , , v_108 d_eighth_1 n_45 v_108 d_eighth_1 n_50 v_108 d_eighth_1 n_57 v_108 d_16th_0 n_71 , v_108 d_16th_0 n_69 , v_108 d_16th_0 n_67 , , v_108 d_quarter_2 n_45 v_108 d_quarter_2 n_50 v_108 d_quarter_2 n_57 v_108 d_eighth_1 n_71 , , , , v_108 d_eighth_1 n_69 , , , , t_134 v_108 d_quarter_2 n_45 v_108 d_quarter_2 n_50 v_108 d_quarter_2 n_57 v_108 d_eighth_0 n_69 , , v_108 d_16th_0 n_69 , , v_108 d_16th_0 n_69 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_69 , , v_108 d_quarter_2 n_45 v_108 d_quarter_2 n_50 v_108 d_quarter_2 n_57 v_108 d_eighth_1 n_71 , , , , v_108 d_eighth_1 n_69 , , , , t_134 v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_48 v_108 d_eighth_1 n_55 v_108 d_16th_0 n_69 , v_108 d_16th_0 n_71 , v_108 d_16th_0 n_72 , , v_108 d_half_0 n_45 v_108 d_half_0 n_50 v_108 d_half_0 n_57 v_108 d_eighth_1 n_74 , , , , v_108 d_16th_0 n_57 , v_108 d_16th_0 n_59 , v_108 d_16th_0 n_60 , , v_108 d_eighth_1 n_62 , , , ,"
1,piece3,phrases/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_8," t_160 v_80 d_quarter_0 n_50 v_80 d_quarter_0 n_53 v_80 d_quarter_0 n_58 v_80 d_eighth_0 n_65 . , v_80 d_eighth_0 n_67 , , v_84 d_half_0 n_45 v_84 d_half_0 n_49 v_84 d_half_0 n_52 v_84 d_half_0 n_57 v_104 d_half_0 n_64 v_104 d_half_0 n_69 , , , , , , , , v_100 d_quarter_0 n_45 v_88 d_quarter_0 n_64 v_88 d_quarter_0 n_69 , , , , t_160 v_80 d_quarter_0 n_38 v_120 d_whole_0 n_62 , , , , v_80 d_quarter_0 n_50 v_80 d_quarter_0 n_53 v_80 d_quarter_0 n_57 , , , , v_80 d_quarter_0 n_50 v_80 d_quarter_0 n_53 v_80 d_quarter_0 n_57 , , , , v_100 d_whole_1 n_38 v_100 d_whole_1 n_50 , , , , t_160 , , , , , , , , , , , , , , , , t_160 , , , , , .
"
1,piece23,phrases/Super_Mario_World_Castle_0,"t_120 v_108 d_half_3 n_43 , v_108 d_16th_0 n_55 , v_108 d_16th_0 n_60 , v_108 d_16th_0 n_61 , v_108 d_16th_0 n_67 , v_108 d_16th_0 n_72 , v_108 d_16th_0 n_73 , v_108 d_half_0 n_79 , , , , , , , , , t_99 v_124 d_16th_0 n_72 v_124 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_124 d_16th_0 n_72 v_124 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_108 d_eighth_1 n_41 v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_77 , t_99 v_108 d_half_3 n_43 v_124 d_16th_0 n_71 v_124 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_124 d_16th_0 n_71 v_124 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , v_72 d_16th_0 n_71 v_72 d_16th_0 n_79 , t_99 v_124 d_16th_0 n_72 v_124 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_124 d_16th_0 n_72 v_124 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_108 d_eighth_1 n_41 v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 , v_72 d_16th_0 n_72 v_72 d_16th_0 n_80 ,"
-1,piece19,phrases/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_3," t_64 , , , , v_108 d_quarter_2 n_57 v_108 d_quarter_2 n_62 , , , , , , , , v_108 d_quarter_2 n_59 v_108 d_quarter_2 n_64 , , , , t_64 . , , , v_108 d_quarter_2 n_58 v_108 d_quarter_2 n_63 , , , , , , , , v_108 d_quarter_2 n_57 v_108 d_quarter_2 n_62 , , , , t_57 , , , , v_108 d_quarter_2 n_60 v_108 d_quarter_2 n_65 , , , , , , , , v_108 d_quarter_2 n_59 v_108 d_quarter_2 n_64 , , , ,"
-1,piece80,phrases/Final_Fantasy_7_AnxiousHeart_3," t_70 v_100 d_whole_0 n_50 v_100 d_whole_0 n_57 v_100 d_whole_0 n_62 v_100 d_eighth_0 n_81 v_100 d_eighth_0 n_89 . , v_100 d_eighth_0 n_88 , , v_100 d_eighth_0 n_86 , , v_100 d_eighth_0 n_81 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_76 , , v_100 d_eighth_0 n_74 , , v_100 d_eighth_0 n_69 , , t_70 v_100 d_whole_0 n_53 v_100 d_whole_0 n_56 v_100 d_whole_0 n_60 v_100 d_eighth_0 n_65 v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_67 , , v_100 d_eighth_0 n_68 , , v_100 d_eighth_0 n_72 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_79 , , v_100 d_eighth_0 n_80 , , v_100 d_eighth_0 n_84 , , t_70 v_100 d_whole_0 n_50 v_100 d_whole_0 n_53 v_100 d_whole_0 n_57 v_100 d_whole_0 n_62 v_100 d_eighth_0 n_74 v_100 d_eighth_0 n_86 , , v_100 d_eighth_0 n_81 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_76 , , v_100 d_eighth_0 n_74 , , v_100 d_eighth_0 n_69 , , v_100 d_eighth_0 n_65 , , v_100 d_eighth_0 n_64 , , t_70 v_100 d_whole_0 n_53 v_100 d_whole_0 n_56 v_100 d_whole_0 n_60 v_100 d_eighth_0 n_65 v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_67 , , v_100 d_eighth_0 n_68 , , v_100 d_eighth_0 n_72 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_79 , , v_100 d_eighth_0 n_80 , , v_100 d_16th_0 n_77 v_100 d_eighth_0 n_84 , v_100 d_16th_0 n_76 ,"
-1,piece71,phrases/Goldeneye_Runway_6," t_120 v_72 d_quarter_1 n_40 v_72 d_quarter_1 n_52 v_68 d_eighth_0 n_64 . , , , v_64 d_eighth_0 n_76 , , v_60 d_half_0 n_35 v_72 d_eighth_0 n_47 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_71 , , v_64 d_eighth_0 n_72 , , v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_76 , , t_120 v_72 d_quarter_1 n_42 v_72 d_quarter_1 n_54 , , , , , , v_60 d_quarter_1 n_43 v_72 d_eighth_0 n_55 , , , , , , v_68 d_quarter_0 n_45 v_68 d_quarter_0 n_57 , , , , t_120 v_72 d_quarter_1 n_43 v_72 d_quarter_1 n_55 v_68 d_eighth_0 n_64 , , , , v_64 d_eighth_0 n_76 , , v_60 d_half_0 n_40 v_72 d_eighth_0 n_52 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_71 , , v_64 d_eighth_0 n_72 , , v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_76 , , t_113 v_72 d_quarter_1 n_45 v_72 d_quarter_1 n_57 , , , , , , v_60 d_quarter_1 n_47 v_72 d_eighth_0 n_59 , , , , , , v_68 d_quarter_0 n_48 v_68 d_quarter_0 n_60 , , , ,"
1,piece29,phrases/Tetris_EnterYourName_2," t_160 v_124 d_eighth_0 n_48 . , , , v_124 d_eighth_0 n_64 , , , , v_124 d_eighth_0 n_65 , , , , v_124 d_eighth_0 n_66 , , , v_124 d_16th_0 n_67 , t_160 v_124 d_eighth_0 n_48 v_124 d_eighth_0 n_71 , , , , v_124 d_eighth_0 n_64 v_124 d_eighth_0 n_67 v_124 d_eighth_0 n_71 , , , v_124 d_16th_0 n_70 , v_124 d_eighth_0 n_43 v_124 d_eighth_0 n_71 , , , , v_124 d_eighth_0 n_64 v_124 d_eighth_0 n_67 v_124 d_eighth_0 n_71 , , , v_124 d_16th_0 n_70 , t_160 v_124 d_eighth_0 n_48 v_124 d_eighth_0 n_71 , , , , v_124 d_eighth_0 n_64 v_124 d_eighth_0 n_67 v_124 d_eighth_0 n_71 , , , v_124 d_16th_0 n_70 , v_124 d_eighth_0 n_43 v_124 d_eighth_0 n_71 , , , , v_124 d_eighth_0 n_64 v_124 d_eighth_0 n_67 v_124 d_eighth_0 n_70 , , , , t_160 v_124 d_eighth_0 n_50 v_124 d_eighth_0 n_69 , , , , v_124 d_eighth_0 n_65 v_124 d_eighth_0 n_69 , , , , v_124 d_eighth_0 n_49 , , , , v_124 d_eighth_0 n_65 v_124 d_eighth_0 n_69 , , , ,"
-1,piece56,phrases/Goldeneye_Statue_18," t_94 v_96 d_eighth_0 n_57 v_96 d_eighth_0 n_69 v_96 d_whole_0 n_72 v_96 d_whole_0 n_76 v_96 d_whole_0 n_81 . , v_96 d_eighth_0 n_55 v_96 d_eighth_0 n_67 , , v_96 d_quarter_0 n_54 v_96 d_quarter_0 n_66 , , , , v_96 d_quarter_0 n_55 v_96 d_quarter_0 n_67 , , , , v_96 d_quarter_0 n_50 v_96 d_quarter_0 n_62 , , , , t_94 v_96 d_half_1 n_60 v_96 d_half_1 n_72 v_96 d_whole_0 n_76 v_96 d_whole_0 n_81 , , , , , , , , , , , , v_96 d_eighth_0 n_59 v_96 d_eighth_0 n_71 , , v_96 d_eighth_0 n_57 v_96 d_eighth_0 n_69 , , t_94 v_96 d_quarter_0 n_59 v_96 d_quarter_0 n_71 v_96 d_half_0 n_75 v_96 d_half_0 n_83 , , , , v_96 d_half_0 n_54 v_96 d_half_0 n_66 , , , , , , v_96 d_16th_0 n_75 v_96 d_16th_0 n_83 , v_96 d_16th_0 n_75 v_96 d_16th_0 n_83 , v_96 d_quarter_0 n_54 v_96 d_quarter_0 n_66 v_96 d_eighth_0 n_75 v_96 d_eighth_0 n_83 , , v_96 d_eighth_0 n_75 v_96 d_eighth_0 n_83 , ,"
-1,piece42,phrases/Super_Mario_64_KoopasTheme_0,"t_108 , , , , , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , t_108 v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , t_108 v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_36 , , v_108 d_eighth_0 n_38 v_108 d_eighth_0 n_40 v_108 d_eighth_0 n_45 , , v_108 d_eighth_0 n_38 v_108 d_eighth_0 n_45 v_108 d_eighth_0 n_50 , , v_108 d_eighth_0 n_38 v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_57 , , v_108 d_eighth_0 n_38 v_108 d_half_0 n_51 v_108 d_half_0 n_56 , , v_108 d_eighth_0 n_38 , , t_108 v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 , , v_108 d_eighth_0 n_38 v_108 d_eighth_0 n_40 v_108 d_eighth_0 n_45 , , v_108 d_eighth_0 n_38 v_108 d_eighth_0 n_45 v_108 d_eighth_0 n_50 , , v_108 d_eighth_0 n_38 v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_55 , , v_108 d_eighth_0 n_38 v_108 d_half_0 n_48 v_108 d_half_0 n_53 , , v_108 d_eighth_0 n_38 , ,"
1,piece64,phrases/Final_Fantasy_7_GoldSaucer_1," t_160 v_108 d_quarter_2 n_43 v_108 d_eighth_1 n_62 . , , , v_108 d_eighth_1 n_67 , , , , v_108 d_quarter_2 n_38 v_108 d_eighth_1 n_66 , , , , v_108 d_eighth_0 n_67 , , v_108 d_eighth_0 n_69 , , t_160 v_108 d_quarter_2 n_40 v_108 d_eighth_1 n_71 , , , , v_108 d_eighth_1 n_67 , , , , v_108 d_quarter_2 n_42 v_108 d_eighth_1 n_69 , , , , v_108 d_eighth_0 n_71 , , v_108 d_eighth_0 n_72 , , t_160 v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_74 , , , , v_108 d_eighth_1 n_47 v_108 d_eighth_1 n_67 , , , , v_108 d_quarter_2 n_48 v_108 d_eighth_1 n_76 , , , , v_108 d_eighth_1 n_67 , , , , t_160 v_108 d_eighth_0 n_71 , , v_108 d_eighth_0 n_69 , , v_108 d_eighth_1 n_50 v_108 d_eighth_0 n_67 , , v_108 d_eighth_0 n_66 , , v_108 d_quarter_2 n_43 v_108 d_quarter_2 n_67 , , , , , , , ,"
1,piece79,phrases/Super_Mario_World_ForestofIllusion_0,"t_129 v_124 d_quarter_0 n_44 v_124 d_16th_0 n_60 , v_124 d_16th_0 n_62 , v_124 d_eighth_0 n_60 , , v_124 d_quarter_0 n_51 v_124 d_16th_0 n_60 , v_124 d_16th_0 n_62 , v_124 d_eighth_0 n_60 , , v_124 d_16th_0 n_50 v_124 d_16th_0 n_60 , , v_124 d_quarter_1 n_56 v_124 d_quarter_0 n_72 , , , , v_124 d_16th_0 n_72 , , t_129 v_124 d_quarter_0 n_43 v_124 d_eighth_0 n_71 , , v_124 d_16th_0 n_62 , , v_124 d_quarter_0 n_55 v_124 d_16th_0 n_62 , , v_124 d_16th_0 n_62 , , v_124 d_eighth_0 n_58 v_124 d_quarter_1 n_62 , , v_124 d_quarter_1 n_59 , , , , , , t_129 v_124 d_quarter_0 n_44 v_124 d_16th_0 n_60 , v_124 d_16th_0 n_62 , v_124 d_eighth_0 n_60 , , v_124 d_quarter_0 n_51 v_124 d_16th_0 n_60 , v_124 d_16th_0 n_62 , v_124 d_eighth_0 n_60 , , v_124 d_16th_0 n_50 v_124 d_16th_0 n_60 , , v_124 d_quarter_1 n_56 v_124 d_quarter_0 n_72 , , , , v_124 d_16th_0 n_72 , , t_129 v_124 d_quarter_0 n_43 v_124 d_eighth_0 n_71 , , v_124 d_16th_0 n_62 , , v_124 d_quarter_0 n_55 v_124 d_16th_0 n_62 , , v_124 d_16th_0 n_62 , , v_124 d_eighth_0 n_58 v_124 d_quarter_1 n_62 , , v_124 d_quarter_1 n_59 , , , , , ,"
1,piece22,phrases/Super_Mario_World_EndingTheme_1," t_124 v_64 d_quarter_0 n_46 v_64 d_eighth_0 n_64 . , v_64 d_16th_0 n_67 , , v_64 d_quarter_0 n_52 v_64 d_quarter_0 n_55 v_64 d_eighth_0 n_69 , , v_64 d_16th_0 n_67 , , v_64 d_quarter_0 n_43 , , , , v_64 d_eighth_0 n_52 v_64 d_eighth_0 n_55 , , v_64 d_16th_0 n_43 v_64 d_16th_0 n_68 , , t_124 v_64 d_quarter_0 n_45 v_64 d_eighth_0 n_69 , , v_64 d_16th_0 n_70 , , v_64 d_quarter_0 n_49 v_64 d_quarter_0 n_55 v_64 d_16th_0 n_69 , v_64 d_16th_0 n_68 , v_64 d_16th_0 n_67 , , v_64 d_quarter_0 n_43 , , , , v_64 d_eighth_0 n_49 v_64 d_eighth_0 n_55 , , v_64 d_16th_0 n_43 v_64 d_16th_0 n_68 , , t_124 v_64 d_quarter_0 n_41 v_64 d_eighth_0 n_69 , , v_64 d_16th_0 n_71 , , v_64 d_eighth_0 n_48 v_64 d_eighth_0 n_53 v_64 d_eighth_0 n_72 , , v_64 d_16th_0 n_41 v_64 d_16th_0 n_69 , , v_64 d_quarter_0 n_42 , , , , v_64 d_eighth_0 n_48 v_64 d_eighth_0 n_54 , , v_64 d_16th_0 n_42 v_64 d_16th_0 n_68 , , t_124 v_64 d_quarter_0 n_43 v_64 d_eighth_0 n_67 , , v_64 d_16th_0 n_68 , , v_64 d_eighth_0 n_52 v_64 d_eighth_0 n_55 v_64 d_eighth_0 n_69 , , v_64 d_16th_0 n_43 v_64 d_16th_0 n_64 , , v_64 d_quarter_0 n_45 , , , , v_64 d_eighth_0 n_49 v_64 d_eighth_0 n_57 , , v_64 d_16th_0 n_45 , ,"
-1,piece75,phrases/Goldeneye_Frigate_6," t_139 v_68 d_eighth_0 n_40 v_68 d_eighth_0 n_71 . , v_64 d_eighth_0 n_42 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_42 v_64 d_eighth_0 n_71 , , v_64 d_quarter_0 n_42 v_64 d_eighth_0 n_72 , , v_64 d_eighth_0 n_71 , , v_60 d_quarter_1 n_40 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_71 , , , , t_139 v_68 d_eighth_0 n_40 v_68 d_eighth_0 n_71 , , v_64 d_eighth_0 n_43 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_43 v_64 d_eighth_0 n_71 , , v_64 d_quarter_0 n_43 v_64 d_eighth_0 n_72 , , v_64 d_eighth_0 n_71 , , v_64 d_quarter_1 n_42 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_71 , , , , t_139 v_68 d_eighth_0 n_40 v_68 d_eighth_0 n_71 , , v_64 d_eighth_0 n_42 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_42 v_64 d_eighth_0 n_71 , , v_64 d_quarter_0 n_42 v_64 d_eighth_0 n_72 , , v_64 d_eighth_0 n_71 , , v_60 d_quarter_1 n_40 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_71 , , v_64 d_eighth_0 n_72 , , t_139 v_68 d_eighth_0 n_40 v_68 d_eighth_0 n_71 , , v_64 d_eighth_0 n_43 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_43 v_64 d_eighth_0 n_71 , , v_64 d_quarter_0 n_43 v_64 d_eighth_0 n_72 , , v_64 d_eighth_0 n_71 , , v_64 d_quarter_1 n_42 v_64 d_eighth_0 n_64 , , v_64 d_eighth_0 n_71 , , v_64 d_eighth_0 n_72 , ,"
1,piece76,phrases/Final_Fantasy_7_Overworld_5," t_89 v_100 d_eighth_0 n_43 v_100 d_half_0 n_84 . , v_100 d_quarter_0 n_50 v_100 d_eighth_0 n_74 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_43 v_100 d_eighth_0 n_81 , , v_100 d_eighth_0 n_43 v_100 d_quarter_1 n_83 , , v_100 d_quarter_0 n_50 v_100 d_eighth_0 n_74 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_43 , , t_89 v_100 d_eighth_0 n_36 v_100 d_breve_0 n_84 , , v_100 d_half_0 n_48 v_100 d_eighth_0 n_72 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_81 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_74 , , v_100 d_quarter_0 n_43 v_100 d_16th_0 n_76 , v_100 d_16th_0 n_77 , v_100 d_eighth_0 n_74 , , t_89 v_100 d_eighth_0 n_36 v_100 d_whole_0 n_76 , , v_100 d_eighth_0 n_43 , , v_100 d_eighth_0 n_48 , , v_100 d_eighth_0 n_50 , , v_100 d_half_0 n_52 , , , , , , , , t_89 v_100 d_eighth_0 n_36 , , v_100 d_eighth_0 n_43 , , v_100 d_eighth_0 n_48 , , v_100 d_eighth_0 n_50 , , v_100 d_half_0 n_52 , , v_100 d_eighth_0 n_76 , , v_100 d_eighth_0 n_77 , , v_100 d_eighth_0 n_76 , ,"
1,piece28,phrases/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_8," t_148 v_100 d_eighth_0 n_50 v_100 d_eighth_0 n_62 . , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 , , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_eighth_0 n_64 , , v_100 d_16th_0 n_62 , , v_100 d_eighth_0 n_50 v_100 d_eighth_0 n_65 , , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_16th_0 n_64 , , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_eighth_0 n_67 , , v_100 d_16th_0 n_65 , , t_148 v_100 d_eighth_0 n_50 v_100 d_eighth_0 n_69 , , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_16th_0 n_67 , , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_eighth_0 n_71 , , v_100 d_16th_0 n_69 , , v_100 d_eighth_0 n_50 v_100 d_eighth_0 n_72 , , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_16th_0 n_71 , , v_100 d_16th_0 n_53 v_100 d_16th_0 n_57 v_100 d_16th_0 n_76 , v_100 d_16th_0 n_77 , , v_100 d_16th_0 n_74 , t_148 v_100 d_16th_0 n_52 v_100 d_breve_0 n_76 , , v_100 d_eighth_1 n_57 v_100 d_eighth_1 n_59 , , , , v_100 d_eighth_0 n_57 v_100 d_eighth_0 n_59 , , v_100 d_16th_0 n_52 , , v_100 d_eighth_1 n_57 v_100 d_eighth_1 n_59 , , , , v_100 d_eighth_0 n_57 v_100 d_eighth_0 n_59 , , t_148 v_100 d_16th_0 n_52 , , v_100 d_16th_0 n_56 v_100 d_16th_0 n_59 , , v_100 d_16th_0 n_56 v_100 d_16th_0 n_59 , , v_100 d_16th_0 n_56 v_100 d_16th_0 n_59 , v_100 d_16th_0 n_56 v_100 d_16th_0 n_59 , v_100 d_16th_0 n_56 v_100 d_16th_0 n_59 , , , , v_100 d_quarter_0 n_52 , , , ,"
