valence,arousal,id,part,repeat,filepath
1,0,piece_4,3,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_3.mid
1,0,piece_4,4,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_4.mid
1,0,piece_4,5,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_5.mid
1,0,piece_4,6,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_6.mid
1,0,piece_4,7,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_7.mid
1,0,piece_4,8,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_8.mid
1,0,piece_4,9,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_9.mid
1,0,piece_4,10,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_10.mid
1,0,piece_4,11,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_11.mid
1,0,piece_4,12,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_12.mid
1,0,piece_4,13,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_13.mid
1,0,piece_4,14,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_14.mid
1,0,piece_4,15,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_15.mid
1,0,piece_4,16,-1,phrases/split_16/Final_Fantasy_7_HoldingMyThoughtsinMyHeart_16.mid
1,1,piece_7,0,-1,phrases/split_1/Final_Fantasy_7_ElectricdeChocobo_0.mid
1,1,piece_7,0,-1,phrases/split_2/Final_Fantasy_7_ElectricdeChocobo_0.mid
1,1,piece_7,1,-1,phrases/split_2/Final_Fantasy_7_ElectricdeChocobo_1.mid
1,1,piece_7,0,-1,phrases/split_4/Final_Fantasy_7_ElectricdeChocobo_0.mid
1,1,piece_7,1,-1,phrases/split_4/Final_Fantasy_7_ElectricdeChocobo_1.mid
1,1,piece_7,2,-1,phrases/split_4/Final_Fantasy_7_ElectricdeChocobo_2.mid
1,1,piece_7,3,-1,phrases/split_4/Final_Fantasy_7_ElectricdeChocobo_3.mid
1,1,piece_7,4,-1,phrases/split_4/Final_Fantasy_7_ElectricdeChocobo_4.mid
1,1,piece_7,0,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_0.mid
1,1,piece_7,1,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_1.mid
1,1,piece_7,2,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_2.mid
1,1,piece_7,3,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_3.mid
1,1,piece_7,4,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_4.mid
1,1,piece_7,5,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_5.mid
1,1,piece_7,6,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_6.mid
1,1,piece_7,7,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_7.mid
1,1,piece_7,8,-1,phrases/split_8/Final_Fantasy_7_ElectricdeChocobo_8.mid
1,1,piece_7,0,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_0.mid
1,1,piece_7,1,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_1.mid
1,1,piece_7,2,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_2.mid
1,1,piece_7,3,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_3.mid
1,1,piece_7,4,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_4.mid
1,1,piece_7,5,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_5.mid
1,1,piece_7,6,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_6.mid
1,1,piece_7,7,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_7.mid
1,1,piece_7,8,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_8.mid
1,1,piece_7,9,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_9.mid
1,1,piece_7,10,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_10.mid
1,1,piece_7,11,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_11.mid
1,1,piece_7,12,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_12.mid
1,1,piece_7,13,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_13.mid
1,1,piece_7,14,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_14.mid
1,1,piece_7,15,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_15.mid
1,1,piece_7,16,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_16.mid
1,1,piece_7,17,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_17.mid
1,1,piece_7,18,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_18.mid
1,1,piece_7,19,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_19.mid
1,1,piece_7,20,-1,phrases/split_16/Final_Fantasy_7_ElectricdeChocobo_20.mid
0,1,piece_9,0,-1,phrases/split_1/Goldeneye_FacilityX_0.mid
0,1,piece_9,0,-1,phrases/split_2/Goldeneye_FacilityX_0.mid
0,1,piece_9,1,-1,phrases/split_2/Goldeneye_FacilityX_1.mid
0,1,piece_9,0,-1,phrases/split_4/Goldeneye_FacilityX_0.mid
0,1,piece_9,1,-1,phrases/split_4/Goldeneye_FacilityX_1.mid
0,1,piece_9,2,-1,phrases/split_4/Goldeneye_FacilityX_2.mid
0,1,piece_9,3,-1,phrases/split_4/Goldeneye_FacilityX_3.mid
0,1,piece_9,0,-1,phrases/split_8/Goldeneye_FacilityX_0.mid
0,1,piece_9,1,-1,phrases/split_8/Goldeneye_FacilityX_1.mid
0,1,piece_9,2,-1,phrases/split_8/Goldeneye_FacilityX_2.mid
0,1,piece_9,3,-1,phrases/split_8/Goldeneye_FacilityX_3.mid
0,1,piece_9,4,-1,phrases/split_8/Goldeneye_FacilityX_4.mid
0,1,piece_9,5,-1,phrases/split_8/Goldeneye_FacilityX_5.mid
0,1,piece_9,6,-1,phrases/split_8/Goldeneye_FacilityX_6.mid
0,1,piece_9,7,-1,phrases/split_8/Goldeneye_FacilityX_7.mid
0,1,piece_9,0,-1,phrases/split_16/Goldeneye_FacilityX_0.mid
0,1,piece_9,1,-1,phrases/split_16/Goldeneye_FacilityX_1.mid
0,1,piece_9,2,-1,phrases/split_16/Goldeneye_FacilityX_2.mid
0,1,piece_9,3,-1,phrases/split_16/Goldeneye_FacilityX_3.mid
0,1,piece_9,4,-1,phrases/split_16/Goldeneye_FacilityX_4.mid
0,1,piece_9,5,-1,phrases/split_16/Goldeneye_FacilityX_5.mid
0,1,piece_9,6,-1,phrases/split_16/Goldeneye_FacilityX_6.mid
0,1,piece_9,7,-1,phrases/split_16/Goldeneye_FacilityX_7.mid
0,1,piece_9,8,-1,phrases/split_16/Goldeneye_FacilityX_8.mid
0,1,piece_9,9,-1,phrases/split_16/Goldeneye_FacilityX_9.mid
0,1,piece_9,10,-1,phrases/split_16/Goldeneye_FacilityX_10.mid
0,1,piece_9,11,-1,phrases/split_16/Goldeneye_FacilityX_11.mid
0,1,piece_9,12,-1,phrases/split_16/Goldeneye_FacilityX_12.mid
0,1,piece_9,13,-1,phrases/split_16/Goldeneye_FacilityX_13.mid
0,1,piece_9,14,-1,phrases/split_16/Goldeneye_FacilityX_14.mid
0,1,piece_9,15,-1,phrases/split_16/Goldeneye_FacilityX_15.mid
0,1,piece_9,16,-1,phrases/split_16/Goldeneye_FacilityX_16.mid
0,1,piece_9,17,-1,phrases/split_16/Goldeneye_FacilityX_17.mid
0,1,piece_9,18,-1,phrases/split_16/Goldeneye_FacilityX_18.mid
0,1,piece_9,19,-1,phrases/split_16/Goldeneye_FacilityX_19.mid
0,1,piece_9,20,-1,phrases/split_16/Goldeneye_FacilityX_20.mid
0,1,piece_9,21,-1,phrases/split_16/Goldeneye_FacilityX_21.mid
0,1,piece_9,22,-1,phrases/split_16/Goldeneye_FacilityX_22.mid
0,1,piece_9,23,-1,phrases/split_16/Goldeneye_FacilityX_23.mid
0,0,piece_10,0,-1,phrases/split_1/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_0.mid
0,0,piece_10,0,-1,phrases/split_2/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_0.mid
0,0,piece_10,1,-1,phrases/split_2/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_1.mid
0,0,piece_10,2,-1,phrases/split_2/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_2.mid
0,0,piece_10,0,-1,phrases/split_4/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_0.mid
0,0,piece_10,1,-1,phrases/split_4/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_1.mid
0,0,piece_10,2,-1,phrases/split_4/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_2.mid
0,0,piece_10,3,-1,phrases/split_4/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_3.mid
0,0,piece_10,4,-1,phrases/split_4/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_4.mid
0,0,piece_10,0,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_0.mid
0,0,piece_10,1,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_1.mid
0,0,piece_10,2,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_2.mid
0,0,piece_10,3,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_3.mid
0,0,piece_10,4,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_4.mid
0,0,piece_10,5,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_5.mid
0,0,piece_10,6,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_6.mid
0,0,piece_10,7,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_7.mid
0,0,piece_10,8,-1,phrases/split_8/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_8.mid
0,0,piece_10,0,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_0.mid
0,0,piece_10,1,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_1.mid
0,0,piece_10,2,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_2.mid
0,0,piece_10,3,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_3.mid
0,0,piece_10,4,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_4.mid
0,0,piece_10,5,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_5.mid
0,0,piece_10,6,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_6.mid
0,0,piece_10,7,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_7.mid
0,0,piece_10,8,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_8.mid
0,0,piece_10,9,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_9.mid
0,0,piece_10,10,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_10.mid
0,0,piece_10,11,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_11.mid
0,0,piece_10,12,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_12.mid
0,0,piece_10,13,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_13.mid
0,0,piece_10,14,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_14.mid
0,0,piece_10,15,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_15.mid
0,0,piece_10,16,-1,phrases/split_16/Legend_Of_Zelda_The_Ocarina_Of_Time_Ganondorf_16.mid
0,0,piece_11,0,-1,phrases/split_1/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_0.mid
0,0,piece_11,0,-1,phrases/split_2/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_0.mid
0,0,piece_11,1,-1,phrases/split_2/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_1.mid
0,0,piece_11,0,-1,phrases/split_4/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_0.mid
0,0,piece_11,1,-1,phrases/split_4/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_1.mid
0,0,piece_11,2,-1,phrases/split_4/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_2.mid
0,0,piece_11,3,-1,phrases/split_4/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_3.mid
0,0,piece_11,0,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_0.mid
0,0,piece_11,1,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_1.mid
0,0,piece_11,2,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_2.mid
0,0,piece_11,3,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_3.mid
0,0,piece_11,4,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_4.mid
0,0,piece_11,5,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_5.mid
0,0,piece_11,6,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_6.mid
0,0,piece_11,7,-1,phrases/split_8/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_7.mid
0,0,piece_11,0,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_0.mid
0,0,piece_11,1,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_1.mid
0,0,piece_11,2,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_2.mid
0,0,piece_11,3,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_3.mid
0,0,piece_11,4,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_4.mid
0,0,piece_11,5,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_5.mid
0,0,piece_11,6,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_6.mid
0,0,piece_11,7,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_7.mid
0,0,piece_11,8,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_8.mid
0,0,piece_11,9,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_9.mid
0,0,piece_11,10,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_10.mid
0,0,piece_11,11,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_11.mid
0,0,piece_11,12,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_12.mid
0,0,piece_11,13,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_13.mid
0,0,piece_11,14,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_14.mid
0,0,piece_11,15,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_15.mid
0,0,piece_11,16,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_16.mid
0,0,piece_11,17,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_17.mid
0,0,piece_11,18,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_18.mid
0,0,piece_11,19,-1,phrases/split_16/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_19.mid
0,1,piece_12,0,-1,phrases/split_1/Goldeneye_RunwayX_0.mid
0,1,piece_12,0,-1,phrases/split_2/Goldeneye_RunwayX_0.mid
0,1,piece_12,1,-1,phrases/split_2/Goldeneye_RunwayX_1.mid
0,1,piece_12,0,-1,phrases/split_4/Goldeneye_RunwayX_0.mid
0,1,piece_12,1,-1,phrases/split_4/Goldeneye_RunwayX_1.mid
0,1,piece_12,2,-1,phrases/split_4/Goldeneye_RunwayX_2.mid
0,1,piece_12,3,-1,phrases/split_4/Goldeneye_RunwayX_3.mid
0,1,piece_12,0,-1,phrases/split_8/Goldeneye_RunwayX_0.mid
0,1,piece_12,1,-1,phrases/split_8/Goldeneye_RunwayX_1.mid
0,1,piece_12,2,-1,phrases/split_8/Goldeneye_RunwayX_2.mid
0,1,piece_12,3,-1,phrases/split_8/Goldeneye_RunwayX_3.mid
0,1,piece_12,4,-1,phrases/split_8/Goldeneye_RunwayX_4.mid
0,1,piece_12,5,-1,phrases/split_8/Goldeneye_RunwayX_5.mid
0,1,piece_12,6,-1,phrases/split_8/Goldeneye_RunwayX_6.mid
0,1,piece_12,7,-1,phrases/split_8/Goldeneye_RunwayX_7.mid
0,1,piece_12,0,-1,phrases/split_16/Goldeneye_RunwayX_0.mid
0,1,piece_12,1,-1,phrases/split_16/Goldeneye_RunwayX_1.mid
0,1,piece_12,2,-1,phrases/split_16/Goldeneye_RunwayX_2.mid
0,1,piece_12,3,-1,phrases/split_16/Goldeneye_RunwayX_3.mid
0,1,piece_12,4,-1,phrases/split_16/Goldeneye_RunwayX_4.mid
0,1,piece_12,5,-1,phrases/split_16/Goldeneye_RunwayX_5.mid
0,1,piece_12,6,-1,phrases/split_16/Goldeneye_RunwayX_6.mid
0,1,piece_12,7,-1,phrases/split_16/Goldeneye_RunwayX_7.mid
0,1,piece_12,8,-1,phrases/split_16/Goldeneye_RunwayX_8.mid
0,1,piece_12,9,-1,phrases/split_16/Goldeneye_RunwayX_9.mid
0,1,piece_12,10,-1,phrases/split_16/Goldeneye_RunwayX_10.mid
0,1,piece_12,11,-1,phrases/split_16/Goldeneye_RunwayX_11.mid
