label,id,part,repeat,filepath
0,piece_16,3,-1,phrases/valence/Goldeneye_Caverns_3.mid
0,piece_16,4,-1,phrases/valence/Goldeneye_Caverns_4.mid
0,piece_16,5,-1,phrases/valence/Goldeneye_Caverns_5.mid
0,piece_16,6,-1,phrases/valence/Goldeneye_Caverns_6.mid
0,piece_16,7,-1,phrases/valence/Goldeneye_Caverns_7.mid
0,piece_16,8,-1,phrases/valence/Goldeneye_Caverns_8.mid
0,piece_16,9,-1,phrases/valence/Goldeneye_Caverns_9.mid
0,piece_16,10,-1,phrases/valence/Goldeneye_Caverns_10.mid
0,piece_16,11,-1,phrases/valence/Goldeneye_Caverns_11.mid
0,piece_16,12,-1,phrases/valence/Goldeneye_Caverns_12.mid
0,piece_16,13,-1,phrases/valence/Goldeneye_Caverns_13.mid
0,piece_16,14,-1,phrases/valence/Goldeneye_Caverns_14.mid
0,piece_16,15,-1,phrases/valence/Goldeneye_Caverns_15.mid
0,piece_17,0,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_0.mid
0,piece_17,1,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_1.mid
0,piece_17,2,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_2.mid
0,piece_17,3,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_3.mid
0,piece_17,4,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_4.mid
0,piece_17,5,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_5.mid
0,piece_17,6,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_6.mid
0,piece_17,7,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_7.mid
0,piece_17,8,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_8.mid
0,piece_17,9,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_9.mid
0,piece_17,10,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_10.mid
0,piece_17,11,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_11.mid
0,piece_17,12,-1,phrases/valence/Final_Fantasy_7_OnThatDay5YearsAgo_12.mid
1,piece_20,0,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_0.mid
1,piece_20,1,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_1.mid
1,piece_20,2,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_2.mid
1,piece_20,3,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_3.mid
1,piece_20,4,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_4.mid
1,piece_20,5,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_5.mid
1,piece_20,6,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_6.mid
1,piece_20,7,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_7.mid
1,piece_20,8,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_8.mid
1,piece_20,9,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_9.mid
1,piece_21,0,-1,phrases/valence/Tetris_EnterYourName_0.mid
1,piece_21,1,-1,phrases/valence/Tetris_EnterYourName_1.mid
1,piece_21,2,-1,phrases/valence/Tetris_EnterYourName_2.mid
1,piece_21,3,-1,phrases/valence/Tetris_EnterYourName_3.mid
1,piece_21,4,-1,phrases/valence/Tetris_EnterYourName_4.mid
1,piece_21,5,-1,phrases/valence/Tetris_EnterYourName_5.mid
1,piece_21,6,-1,phrases/valence/Tetris_EnterYourName_6.mid
1,piece_21,7,-1,phrases/valence/Tetris_EnterYourName_7.mid
1,piece_21,8,-1,phrases/valence/Tetris_EnterYourName_8.mid
1,piece_21,9,-1,phrases/valence/Tetris_EnterYourName_9.mid
1,piece_21,10,-1,phrases/valence/Tetris_EnterYourName_10.mid
1,piece_21,11,-1,phrases/valence/Tetris_EnterYourName_11.mid
1,piece_22,0,-1,phrases/valence/BanjoKazooie_ClickClockWood_0.mid
1,piece_22,1,-1,phrases/valence/BanjoKazooie_ClickClockWood_1.mid
1,piece_22,2,-1,phrases/valence/BanjoKazooie_ClickClockWood_2.mid
1,piece_22,3,-1,phrases/valence/BanjoKazooie_ClickClockWood_3.mid
1,piece_22,4,-1,phrases/valence/BanjoKazooie_ClickClockWood_4.mid
1,piece_22,5,-1,phrases/valence/BanjoKazooie_ClickClockWood_5.mid
1,piece_22,6,-1,phrases/valence/BanjoKazooie_ClickClockWood_6.mid
1,piece_22,7,-1,phrases/valence/BanjoKazooie_ClickClockWood_7.mid
1,piece_22,8,-1,phrases/valence/BanjoKazooie_ClickClockWood_8.mid
1,piece_23,0,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_0.mid
1,piece_23,1,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_1.mid
1,piece_23,2,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_2.mid
1,piece_23,3,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_3.mid
1,piece_23,4,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_4.mid
1,piece_23,5,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_5.mid
1,piece_23,6,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_6.mid
1,piece_23,7,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_7.mid
1,piece_24,0,-1,phrases/valence/Super_Mario_World_TitleScreen_0.mid
1,piece_24,1,-1,phrases/valence/Super_Mario_World_TitleScreen_1.mid
1,piece_24,2,-1,phrases/valence/Super_Mario_World_TitleScreen_2.mid
1,piece_24,3,-1,phrases/valence/Super_Mario_World_TitleScreen_3.mid
1,piece_24,4,-1,phrases/valence/Super_Mario_World_TitleScreen_4.mid
1,piece_24,5,-1,phrases/valence/Super_Mario_World_TitleScreen_5.mid
1,piece_24,6,-1,phrases/valence/Super_Mario_World_TitleScreen_6.mid
1,piece_24,7,-1,phrases/valence/Super_Mario_World_TitleScreen_7.mid
1,piece_24,8,-1,phrases/valence/Super_Mario_World_TitleScreen_8.mid
1,piece_24,9,-1,phrases/valence/Super_Mario_World_TitleScreen_9.mid
1,piece_24,10,-1,phrases/valence/Super_Mario_World_TitleScreen_10.mid
1,piece_24,11,-1,phrases/valence/Super_Mario_World_TitleScreen_11.mid
0,piece_25,0,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_0.mid
0,piece_25,1,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_1.mid
0,piece_25,2,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_2.mid
0,piece_25,3,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_3.mid
0,piece_25,4,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_4.mid
0,piece_25,5,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_5.mid
0,piece_25,6,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_6.mid
0,piece_25,7,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_7.mid
0,piece_25,8,-1,phrases/valence/Final_Fantasy_7_TrailofBlood_8.mid
1,piece_26,0,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_0.mid
1,piece_26,1,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_1.mid
1,piece_26,2,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_2.mid
1,piece_26,3,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_3.mid
1,piece_26,4,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_4.mid
1,piece_26,5,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_5.mid
1,piece_26,6,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_6.mid
1,piece_26,7,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_7.mid
1,piece_26,8,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_8.mid
1,piece_26,9,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_9.mid
1,piece_26,10,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_10.mid
1,piece_26,11,-1,phrases/valence/Final_Fantasy_7_SandyBadlands_11.mid
1,piece_27,0,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_0.mid
1,piece_27,1,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_1.mid
1,piece_27,2,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_2.mid
1,piece_27,3,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_3.mid
1,piece_27,4,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_4.mid
1,piece_27,5,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_5.mid
1,piece_27,6,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_6.mid
1,piece_27,7,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_7.mid
1,piece_27,8,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_8.mid
1,piece_27,9,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_9.mid
1,piece_27,10,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_10.mid
1,piece_27,11,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_11.mid
1,piece_27,12,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_12.mid
1,piece_27,13,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_13.mid
1,piece_27,14,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_14.mid
1,piece_27,15,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_15.mid
1,piece_27,16,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_16.mid
1,piece_27,17,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_17.mid
1,piece_27,18,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_18.mid
0,piece_28,0,-1,phrases/valence/Final_Fantasy_7_LifeStream_0.mid
0,piece_28,1,-1,phrases/valence/Final_Fantasy_7_LifeStream_1.mid
0,piece_28,2,-1,phrases/valence/Final_Fantasy_7_LifeStream_2.mid
0,piece_28,3,-1,phrases/valence/Final_Fantasy_7_LifeStream_3.mid
0,piece_28,4,-1,phrases/valence/Final_Fantasy_7_LifeStream_4.mid
0,piece_28,5,-1,phrases/valence/Final_Fantasy_7_LifeStream_5.mid
0,piece_28,6,-1,phrases/valence/Final_Fantasy_7_LifeStream_6.mid
0,piece_28,7,-1,phrases/valence/Final_Fantasy_7_LifeStream_7.mid
0,piece_28,8,-1,phrases/valence/Final_Fantasy_7_LifeStream_8.mid
0,piece_28,9,-1,phrases/valence/Final_Fantasy_7_LifeStream_9.mid
0,piece_28,10,-1,phrases/valence/Final_Fantasy_7_LifeStream_10.mid
0,piece_28,11,-1,phrases/valence/Final_Fantasy_7_LifeStream_11.mid
0,piece_28,12,-1,phrases/valence/Final_Fantasy_7_LifeStream_12.mid
0,piece_28,13,-1,phrases/valence/Final_Fantasy_7_LifeStream_13.mid
0,piece_28,14,-1,phrases/valence/Final_Fantasy_7_LifeStream_14.mid
0,piece_28,15,-1,phrases/valence/Final_Fantasy_7_LifeStream_15.mid
0,piece_28,16,-1,phrases/valence/Final_Fantasy_7_LifeStream_16.mid
1,piece_29,0,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_0.mid
1,piece_29,1,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_1.mid
1,piece_29,2,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_2.mid
1,piece_29,3,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_3.mid
1,piece_29,4,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_4.mid
1,piece_29,5,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_5.mid
1,piece_29,6,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_6.mid
1,piece_29,7,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_7.mid
1,piece_29,8,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_8.mid
1,piece_29,9,-1,phrases/valence/BanjoKazooie_BubblegloopSwamp_9.mid
0,piece_31,0,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_0.mid
0,piece_31,1,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_1.mid
0,piece_31,2,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_2.mid
0,piece_31,3,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_3.mid
0,piece_31,4,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_4.mid
0,piece_31,5,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_5.mid
0,piece_31,6,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_6.mid
0,piece_31,7,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_7.mid
0,piece_31,8,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_8.mid
0,piece_31,9,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_9.mid
1,piece_32,0,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_0.mid
1,piece_32,1,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_1.mid
1,piece_32,2,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_2.mid
1,piece_32,3,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_3.mid
1,piece_32,4,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_4.mid
1,piece_32,5,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_5.mid
1,piece_32,6,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_6.mid
1,piece_32,7,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_7.mid
1,piece_32,8,-1,phrases/valence/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_8.mid
1,piece_34,0,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_0.mid
1,piece_34,1,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_1.mid
1,piece_34,2,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_2.mid
1,piece_34,3,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_3.mid
1,piece_34,4,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_4.mid
1,piece_34,5,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_5.mid
1,piece_34,6,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_6.mid
1,piece_34,7,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_7.mid
1,piece_34,8,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_8.mid
1,piece_34,9,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_9.mid
1,piece_34,10,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_10.mid
1,piece_34,11,-1,phrases/valence/Shadow_of_the_Colossus_TheFarthestLand_11.mid
0,piece_35,0,-1,phrases/valence/Super_Mario_64_KoopasTheme_0.mid
0,piece_35,1,-1,phrases/valence/Super_Mario_64_KoopasTheme_1.mid
0,piece_35,2,-1,phrases/valence/Super_Mario_64_KoopasTheme_2.mid
0,piece_35,3,-1,phrases/valence/Super_Mario_64_KoopasTheme_3.mid
0,piece_35,4,-1,phrases/valence/Super_Mario_64_KoopasTheme_4.mid
0,piece_35,5,-1,phrases/valence/Super_Mario_64_KoopasTheme_5.mid
0,piece_35,6,-1,phrases/valence/Super_Mario_64_KoopasTheme_6.mid
0,piece_35,7,-1,phrases/valence/Super_Mario_64_KoopasTheme_7.mid
0,piece_35,8,-1,phrases/valence/Super_Mario_64_KoopasTheme_8.mid
0,piece_35,9,-1,phrases/valence/Super_Mario_64_KoopasTheme_9.mid
1,piece_37,0,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_0.mid
1,piece_37,1,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_1.mid
1,piece_37,2,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_2.mid
1,piece_37,3,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_3.mid
1,piece_37,4,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_4.mid
1,piece_37,5,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_5.mid
1,piece_37,6,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_6.mid
1,piece_37,7,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_7.mid
1,piece_37,8,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_8.mid
1,piece_37,9,-1,phrases/valence/Final_Fantasy_7_AerithsTheme_9.mid
1,piece_38,0,-1,phrases/valence/Super_Mario_Bros_MainTheme_0.mid
1,piece_38,1,-1,phrases/valence/Super_Mario_Bros_MainTheme_1.mid
1,piece_38,2,-1,phrases/valence/Super_Mario_Bros_MainTheme_2.mid
1,piece_38,3,-1,phrases/valence/Super_Mario_Bros_MainTheme_3.mid
1,piece_38,4,-1,phrases/valence/Super_Mario_Bros_MainTheme_4.mid
1,piece_38,5,-1,phrases/valence/Super_Mario_Bros_MainTheme_5.mid
1,piece_38,6,-1,phrases/valence/Super_Mario_Bros_MainTheme_6.mid
1,piece_38,7,-1,phrases/valence/Super_Mario_Bros_MainTheme_7.mid
1,piece_38,8,-1,phrases/valence/Super_Mario_Bros_MainTheme_8.mid
0,piece_39,0,-1,phrases/valence/Final_Fantasy_7_MarkoftheTraitor_0.mid
0,piece_39,1,-1,phrases/valence/Final_Fantasy_7_MarkoftheTraitor_1.mid
